baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phel_contig_1	274.138135307224	4.41419087049976	1.02371866558551	4.31191793106078	1.61844510182477e-05	0.000145264534271446
Phel_contig_10	22466.4651895452	6.59860729766025	0.543693967638663	12.1366203975352	6.75592349607021e-34	3.7471936484938e-31
Phel_contig_10001	320.240395573761	3.80480743569593	0.75287544906581	5.05370103437036	4.33329740030998e-07	6.03640987932468e-06
Phel_contig_10010	7.41056761318864	3.13154076642001	0.940342603640962	3.33021257815485	0.000867797043136269	0.00437596580714361
Phel_contig_10023	21.5624127564408	3.32481189027417	0.611980057296239	5.43287620345567	5.54528804718721e-08	9.4311538514677e-07
Phel_contig_10045	45.7652519397205	6.34666104837458	0.778891843207319	8.14832136672572	3.69010634171519e-16	3.37675791768133e-14
Phel_contig_10051	19.1541642370968	3.22947846761197	0.663896184585458	4.8644329378523	1.1478541683066e-06	1.40524236874941e-05
Phel_contig_10056	208.066181782463	2.12630645994524	0.413979328090821	5.13626240651021	2.80256271923359e-07	4.10830903901459e-06
Phel_contig_10063	16.9956806628792	3.39454666338874	0.642560112805128	5.2828468430287	1.27191720937409e-07	2.01328863811118e-06
Phel_contig_10068	171.081718431627	2.01449538253791	0.651916217330591	3.09011392719557	0.00200079733115407	0.00877200675368692
Phel_contig_10075	35.3485298730337	2.63467941955263	0.544929033948162	4.83490373134213	1.33210085684426e-06	1.60763042128389e-05
Phel_contig_10101	139.942644294447	6.21605150498191	0.917303897996847	6.77643637899735	1.23176264664945e-11	4.82375291219577e-10
Phel_contig_10102	17.2317456889992	2.06935277346392	0.603295190983183	3.43008332304377	0.000603395926971953	0.00322562834446179
Phel_contig_1014	257.237229266326	4.96351392444547	0.856901869618662	5.79239478921237	6.93897949527138e-09	1.45062213980498e-07
Phel_contig_10162	53.167075949531	3.01734594220046	0.485614065471529	6.21346488238687	5.18288196492206e-10	1.40960095017314e-08
Phel_contig_10168	51.9008158975566	2.31874794648769	0.491924939862124	4.71362144626695	2.43352573475616e-06	2.74546958983823e-05
Phel_contig_10176	55.400758775218	2.93242607331987	0.745634028588285	3.93279539410487	8.3963702698972e-05	0.000595813449595995
Phel_contig_10181	129.894994259866	3.55555685491505	0.837695019451949	4.24445266159184	2.19127618589069e-05	0.000188642712005503
Phel_contig_10182	190.549492972667	3.39808287828802	0.439514921754912	7.73143916188334	1.06337493445351e-14	7.70677439162064e-13
Phel_contig_10189	149.782291531784	5.68098074038115	0.426977329604735	13.3051109426353	2.16172015986512e-40	2.02590450016601e-37
Phel_contig_10201	115.590746458229	2.21466703749449	0.404658437011256	5.47292935210167	4.42656616312436e-08	7.72177247634106e-07
Phel_contig_10208	188.815973014088	6.15982192860363	0.811419767921626	7.59141220379857	3.16437546124521e-14	2.11826099225917e-12
Phel_contig_10238	104.608279370303	3.34579326401225	0.705137819683679	4.74487847710842	2.08631548052252e-06	2.39910083762081e-05
Phel_contig_10264	55.8477950897903	3.17557172931729	0.638604396080672	4.97267439561461	6.60355204377875e-07	8.72424935715099e-06
Phel_contig_10267	250.56274391564	4.87093773695531	0.527367655791354	9.23632248482534	2.55114768456829e-20	4.20212677401193e-18
Phel_contig_10271	289.354407809981	3.19646699629292	0.644731301281022	4.95782815250606	7.12855728921338e-07	9.30100480106775e-06
Phel_contig_10279	122.416725775994	2.42253609713436	0.562690249941141	4.30527470022409	1.66778651345992e-05	0.000149053278075678
Phel_contig_10286	5.75724467463994	3.47629630011894	1.30505930034037	2.66370754126827	0.00772847214238585	0.0263510746312587
Phel_contig_10300	17.598953339182	5.95898431820414	0.93426252740969	6.37827606628498	1.79092468627561e-10	5.48745784933466e-09
Phel_contig_10304	79.9373411420093	4.32344343948857	0.500920258203353	8.63100137933218	6.08171506138842e-18	7.09394214327959e-16
Phel_contig_10324	86.246666438362	2.32218626393611	0.60087470649488	3.86467634406225	0.000111236600811511	0.000764153270893718
Phel_contig_10335	15.6209674409006	3.78941412183017	0.725531787080858	5.22294707041947	1.76097738010865e-07	2.70241915508712e-06
Phel_contig_10359	870.434794322355	2.94879768248896	0.694551622233511	4.24561341172357	2.17996209660974e-05	0.000187787669926021
Phel_contig_10371	583.185268027359	4.34229556340581	0.770071921105167	5.63881819918063	1.71221187616401e-08	3.30031874967273e-07
Phel_contig_10373	164.644555289485	2.29985141446227	0.581034357961433	3.95820209760286	7.55160505282912e-05	0.000544252246422142
Phel_contig_10382	6.8160850823089	2.58245750410504	0.942890093306307	2.73887436344726	0.00616499275089606	0.0219481494608139
Phel_contig_10383	22.2800940608181	2.69091284159087	0.818954310085921	3.28579117107101	0.00101696374681901	0.00500979530742198
Phel_contig_10389	87.214239100978	2.75213637801838	0.538633728935936	5.10947649612509	3.23052674281416e-07	4.67017318171294e-06
Phel_contig_1039	3004.79530905125	2.28521239708677	0.477949580182906	4.78128340694899	1.74179601382301e-06	2.0422144980018e-05
Phel_contig_10397	63.3569491854016	2.73559371176802	0.616025382287021	4.4407159029909	8.96600986067711e-06	8.67490978972882e-05
Phel_contig_10401	26.7159163270773	8.29032473960458	1.36958788060627	6.05315281844836	1.42038002749766e-09	3.4840332479541e-08
Phel_contig_10410	13200.6571958482	4.82076165135415	0.897981896109874	5.36843968930561	7.94207402916214e-08	1.31295430635382e-06
Phel_contig_10432	9.51295612222291	2.23953475311586	0.761372646718807	2.94144367120005	0.0032668625229266	0.0130660612462943
Phel_contig_10441	1045.55749362052	3.14749684991448	0.739302037696602	4.25738965865824	2.06827684568956e-05	0.000179291126303663
Phel_contig_10443	90.5047938068982	2.58158638018936	0.476760100190437	5.41485409361682	6.13387030918086e-08	1.03673089093854e-06
Phel_contig_10450	61.7712052898492	2.1158807769383	0.392575293560564	5.38974513079459	7.05576773652137e-08	1.17934597505029e-06
Phel_contig_10481	54.3797501412457	6.58129967235213	0.88485366807825	7.43772660924329	1.0243277239908e-13	6.2002625573768e-12
Phel_contig_10499	66.011506379149	2.20615170835288	0.463342159220555	4.7613878090958	1.92266173920708e-06	2.23049798356744e-05
Phel_contig_10506	31.4598161465002	2.47287708802647	0.413967867730042	5.97359669866718	2.32079118376144e-09	5.42809490467026e-08
Phel_contig_10529	62.7129033435225	2.69532421135707	0.659766907081981	4.08526736098049	4.40260922800984e-05	0.000344526673189898
Phel_contig_10530	11.8948121405369	2.41077736254045	0.755648187499767	3.1903436048951	0.00142103730420718	0.00659060611838613
Phel_contig_10537	6.59686443270893	6.27191386726265	1.09580049771757	5.72359100066694	1.04295660900076e-08	2.09655878102239e-07
Phel_contig_10538	73.1463147412212	2.24994208603283	0.453333116875122	4.96310991251191	6.93732963927572e-07	9.0934287014102e-06
Phel_contig_10557	54.9347877536841	3.88916062874931	1.03180808301073	3.76926745660014	0.000163727370549862	0.00106403215609855
Phel_contig_10565	13.3328391059473	2.77359746503533	0.732668346291108	3.78561115554636	0.000153331276281722	0.00100415359681558
Phel_contig_10570	7.46901973711525	5.85519288735361	1.1941416206797	4.90326506166064	9.42566594142235e-07	1.18487857981488e-05
Phel_contig_10573	47.0867185508303	2.41421575344555	0.50485901307513	4.78196029172659	1.73593975102971e-06	2.03798576904905e-05
Phel_contig_10595	30.7189329306355	2.08368736964621	0.565381500366947	3.68545374812201	0.000228295540842364	0.00141303033682846
Phel_contig_106	2601.92627745986	2.38436997105296	0.486843765477334	4.89760810373152	9.70102665221093e-07	1.21276220033941e-05
Phel_contig_1060	3628.94697263007	3.99549595680434	0.428468209337975	9.32506979450767	1.10910572442935e-20	1.89580348292709e-18
Phel_contig_10605	107.514467972002	3.61268807859661	0.924410781768545	3.90809816355123	9.30255114031689e-05	0.00065396982641369
Phel_contig_10612	37.0717507587554	3.02514414477146	0.607547223995616	4.9792740799245	6.38232059627506e-07	8.48208846775372e-06
