contig	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.58	PSC.63	PSC.61	PSC.52	PSC.54	PSC.59	PSC.69	PSC.67	PSC.78	PSC.71
1748	Phel_contig_28040	24.5616015166401	2.27351174976354	0.527229299748341	4.3121877916283	1.61647046527448e-05	0.000145180823412041	4	8	18	5	10	31	20	76	51	23
1749	Phel_contig_28043	5.25130804288958	5.35281588975481	1.25147688449925	4.27719916848214	1.89259462592454e-05	0.000165925602397991	0	0	1	0	0	2	6	32	10	5
1750	Phel_contig_28047	67.9094505393999	3.86978194057315	1.01078643430582	3.82848622541202	0.000128933845703489	0.000863945773799165	12	8	0	25	2	56	2	52	141	347
1751	Phel_contig_28052	6.8506109425903	3.01232668254889	1.04496973775547	2.88269274574323	0.0039429182899149	0.0152563543968262	2	2	3	0	1	1	10	37	15	1
1752	Phel_contig_28054	7.7048158101249	3.98083158170682	1.12962308251642	3.52403526744413	0.000425027673758622	0.00239437518985036	1	0	0	4	0	6	6	45	18	2
1753	Phel_contig_28060	7.43436969721868	6.4501802913962	1.51193926354487	4.26616362635706	1.98862954001322e-05	0.000173410479395931	0	0	0	0	0	3	7	50	20	0
1754	Phel_contig_28062	5.18947737791214	5.32944600803471	1.48081617230782	3.59899230417567	0.000319452641735764	0.0018788322651146	0	0	1	0	0	2	5	35	13	0
1755	Phel_contig_28072	123.930403764849	4.24103840196429	0.905336955588093	4.68448611954582	2.80663185228379e-06	3.11468519727925e-05	22	11	11	14	8	10	27	195	36	897
1756	Phel_contig_28076	4.03185747151979	4.33845492810351	1.54700907814004	2.80441465367457	0.00504080310023106	0.0186241091161065	0	0	2	0	0	2	0	18	17	2
1757	Phel_contig_28091	4.6736933039244	2.88745617124976	0.982430923551886	2.93909332659281	0.00329173938710346	0.0131369887023051	1	4	0	1	0	5	2	12	13	8
1758	Phel_contig_28092	5.82558472534419	2.59027467617456	0.96213684050344	2.69221026275139	0.00709801798353607	0.0245964468642794	3	1	1	3	1	5	3	37	9	1
1759	Phel_contig_28109	7.53414775326903	2.34573324382054	0.766084690097789	3.06197640305423	0.0021988078556824	0.00947656198885763	5	3	4	1	0	4	7	25	14	13
1760	Phel_contig_28112	12.9170371849369	2.82585717607703	0.960302876674867	2.94267282199737	0.00325392108290567	0.0130262287805583	2	0	5	9	1	20	1	17	53	13
1761	Phel_contig_28115	6.71440279740639	4.50682526072079	1.4414796934062	3.12652705503691	0.00176884228182288	0.00792247784037279	2	1	0	0	0	0	9	52	10	1
1762	Phel_contig_28116	19.2754243744396	2.50199626449304	0.639299707383443	3.91365150898213	9.09108137915239e-05	0.000639765431700165	3	2	8	4	15	9	15	68	30	45
1763	Phel_contig_28120	12.0080540540849	3.28782732679266	0.92740735758153	3.54518141344767	0.000392342954725372	0.00223779576569279	0	0	4	7	1	5	5	32	33	32
1764	Phel_contig_28126	4.5197924486275	4.52702287354833	1.22784448768952	3.68696762410603	0.000226942216886089	0.00140561430504333	0	1	0	1	0	4	3	23	12	3
1765	Phel_contig_28129	3.00296583900039	3.89990044473775	1.42075778891957	2.7449439131377	0.00605212401815805	0.0216097963464066	1	0	1	0	0	0	4	18	6	2
1766	Phel_contig_28132	4.165254035456	5.6181477199382	1.55298498438241	3.61764458538691	0.000297296258960995	0.00176571628628539	0	0	0	0	0	2	7	29	7	0
1767	Phel_contig_28143	7.32748236752939	5.82881872697368	1.48174385948856	3.93375595225047	8.36286960969284e-05	0.000593766871716286	0	0	1	0	0	1	17	36	19	0
1768	Phel_contig_28152	7.85679807982738	4.35123282629872	1.29408408566644	3.36240347477721	0.000772671343549773	0.00396220033490485	0	2	0	2	0	4	0	19	9	43
1769	Phel_contig_2816	328.722279596466	4.46217842943117	0.845604422718131	5.2769099942593	1.31380373512063e-07	2.06874611315809e-06	109	8	11	8	11	800	170	256	176	1534
1770	Phel_contig_28167	9.52089078664028	3.80293506790003	1.06968046628489	3.55520661334317	0.000377682178180018	0.00216919827526976	1	0	2	1	3	4	2	74	18	3
1771	Phel_contig_28175	3.90025793578588	3.25657251150758	1.12984143756561	2.8823270268121	0.00394749802958769	0.0152658550757378	0	2	1	1	0	3	6	21	6	1
1772	Phel_contig_282	5909.51882688253	3.62639090655198	0.567645123688443	6.38848244302431	1.67540055550229e-10	5.16844906894905e-09	2180	494	544	715	745	20151	7473	11000	2433	10296
1773	Phel_contig_28210	6.2257622652535	6.18797940723142	1.61268854010445	3.8370579646028	0.000124517089558672	0.000839941787050285	0	0	0	0	0	35	6	17	1	0
1774	Phel_contig_28212	9.84202322872903	3.56718522445225	0.968920548388424	3.68160756873765	0.000231767964828961	0.00142996362045891	0	0	6	2	0	7	7	51	14	17
1775	Phel_contig_28220	35.5884725170536	2.60482700064107	1.09031678690582	2.38905521030565	0.0168917637138782	0.0496844539194568	0	7	3	3	46	68	30	5	155	5
1776	Phel_contig_28249	4.47354853892685	3.39829152194961	1.32480678067352	2.56512237974956	0.0103139420139895	0.0332972267468623	0	0	4	0	0	3	1	29	7	5
1777	Phel_contig_2825	136.337498335626	3.79979058024653	0.652103494158535	5.8269747276078	5.64411554885604e-09	1.20784072745519e-07	4	12	22	14	50	445	80	170	82	412
1778	Phel_contig_28259	65.9331007723717	3.93058234864335	0.891452670001041	4.40918792541028	1.0375895954013e-05	9.86345226436394e-05	16	6	2	9	11	10	22	108	19	453
1779	Phel_contig_2826	589.739045282915	2.29569636361533	0.451446691730769	5.08519921768397	3.67240392856088e-07	5.20921680430207e-06	386	137	161	125	259	1095	550	1830	328	1099
1780	Phel_contig_283	1071.56640606588	3.47463029352477	0.425672056669974	8.16269294420393	3.27636630402898e-16	3.02874433370407e-14	324	146	157	149	164	2799	2141	1927	685	1589
1781	Phel_contig_28301	21.8060066534811	4.31306853355316	1.10312031634883	3.90988042703156	9.23418200247668e-05	0.000649499478424719	4	2	2	3	0	2	1	71	10	131
1782	Phel_contig_28310	4.20514006394084	5.62247666147707	1.22265117018965	4.59859426675636	4.25351244061549e-06	4.52099965236792e-05	0	0	0	0	0	7	2	9	12	10
1783	Phel_contig_28360	16.3683503830183	3.29745608313916	0.887703065853846	3.71459355045425	0.000203530565667787	0.00128193597073444	2	0	8	3	3	1	13	66	29	44
1784	Phel_contig_28362	2.93363374348924	3.85673206651377	1.23100190731866	3.13300251086891	0.00173027961997334	0.00778182020712155	0	1	1	0	0	3	7	11	4	2
1785	Phel_contig_2837	2529.85507399941	5.2428512481315	0.713444345506589	7.34864783938928	2.00221930219551e-13	1.12896921566534e-11	442	73	45	35	83	4832	6494	3194	1084	7003
1786	Phel_contig_28377	6.51978780368856	2.57743322474127	0.801859272876196	3.21432115575125	0.00130753339400839	0.00616394060434437	1	1	4	2	2	16	4	15	15	3
1787	Phel_contig_2838	329.245932253599	2.5479114267781	0.509487949857352	5.00092578733505	5.70556733340049e-07	7.7262535618913e-06	229	67	58	42	116	395	642	667	210	766
1788	Phel_contig_28420	11.1435850749283	2.78672888645275	0.798207697646739	3.49123278899531	0.000480797136573617	0.00266024115997512	3	7	2	2	1	19	41	14	4	9
1789	Phel_contig_28451	31.4916535152199	3.91064877943157	0.860414216284254	4.54507690065829	5.49152011574246e-06	5.65335354945639e-05	3	3	6	6	3	10	2	67	42	172
1790	Phel_contig_28465	2.89654137599357	4.45019323935988	1.30961469730863	3.39809353736287	0.000678572148379081	0.00355341692652152	0	0	1	0	0	3	3	6	12	2
1791	Phel_contig_28470	11.7578638595651	4.11402861692883	1.20425303810139	3.41624931535564	0.00063490090144186	0.0033603382082545	0	0	1	6	0	21	1	76	3	22
1792	Phel_contig_2849	124.399751275973	4.17313216684095	0.562905893731472	7.41355209336589	1.22960711326354e-13	7.29656378259312e-12	26	16	8	16	3	287	280	249	60	228
1793	Phel_contig_28492	26.9269276308001	3.46687003530958	0.978772135082747	3.54206041533507	0.000397014532570924	0.00226037835441282	5	1	4	11	3	52	1	23	138	6
1794	Phel_contig_28535	8.25067828145537	2.79105381908661	1.05614341685808	2.64268448255799	0.00822516431849894	0.0276902658055449	5	0	3	1	2	9	0	22	4	38
1795	Phel_contig_28537	8.49369336813627	2.54113862827281	1.03773041873559	2.44874640117905	0.0143354340816642	0.0435560008352676	3	1	5	3	1	10	3	3	46	1
1796	Phel_contig_28548	41.0758071923327	3.05808918232441	0.810841424254629	3.77150092588767	0.000162268555773052	0.001055561227573	6	1	4	33	4	37	13	84	161	52
1797	Phel_contig_28555	4.16423430722843	3.83268350218789	1.38144509088947	2.77440162295567	0.00553033575271902	0.0201081155795426	0	1	0	2	0	3	0	25	11	3
1798	Phel_contig_28562	56.4886883144956	2.20420182838817	0.762454502588759	2.89092899432589	0.00384104893825084	0.0149366186927717	14	25	19	34	17	14	10	257	19	204
1799	Phel_contig_28575	29.6899668588049	2.97136447955777	1.04941270701123	2.83145464096804	0.00463368052714849	0.0174110561823367	4	7	0	21	5	54	3	11	156	6
1800	Phel_contig_28592	5.64031817295658	2.6878308328564	0.968664001383035	2.77478137828883	0.00552388267698456	0.0200893996246603	3	1	2	0	2	9	12	1	16	4
1801	Phel_contig_28612	13.2963951299337	2.12623076297121	0.566857329909833	3.75090988646018	0.000176194019839941	0.00113232467987939	4	4	7	3	9	6	20	43	19	20
1802	Phel_contig_28617	53.3460032763662	2.58992739430277	1.05761816150442	2.44883029487571	0.0143320957307609	0.0435507264949263	25	2	2	47	6	40	3	68	297	7
1803	Phel_contig_28634	228.236845074202	3.46642189155863	0.964602860376601	3.59362597183805	0.000326107873129557	0.00191393440244904	50	32	42	54	23	410	10	68	1314	16
1804	Phel_contig_28664	11.0505374331468	3.48486884194252	1.1036008111069	3.15772587956621	0.00159004998260898	0.00723858935131439	0	0	1	7	2	12	1	16	57	7
1805	Phel_contig_2868	807.907953768141	4.71593583829719	0.916798665514174	5.14391656062492	2.69069076813314e-07	3.96355521389282e-06	216	9	15	34	34	203	2715	647	181	3343
1806	Phel_contig_28683	5.32795396491816	3.7454147937136	1.1745725823771	3.18874699606358	0.00142890879276958	0.00662033466926212	1	0	0	3	0	3	1	13	19	12
1807	Phel_contig_28689	6.32468427705567	3.08784602913879	1.06992125051511	2.88604981689274	0.00390110402984411	0.0151311838622953	0	0	4	3	0	5	2	9	12	26
1808	Phel_contig_2870	773.522146705631	2.52041394139166	0.371518139754496	6.78409388854386	1.16817344257693e-11	4.58133013309609e-10	276	192	246	274	244	1755	750	1756	450	1666
1809	Phel_contig_28707	18.4858353737438	2.09055574371734	0.670694989558275	3.11699919674992	0.00182702069957786	0.008138791767436	5	7	3	21	2	13	28	28	52	17
1810	Phel_contig_28753	3.07400547039905	3.91973665500842	1.62881083448646	2.40650207624893	0.0161061124729966	0.0478343268266968	0	0	0	2	0	9	1	0	13	2
1811	Phel_contig_2876	10.5250544565965	2.31229102286597	0.630634379192288	3.66661111280918	0.000245786147140141	0.00150246871501907	2	3	6	4	4	29	6	25	8	17
1812	Phel_contig_28781	6.94121124121163	3.48010892270294	0.90680336374525	3.83777681230637	0.000124153244674823	0.000837903373174161	4	1	1	0	0	4	14	16	8	19
1813	Phel_contig_28788	19.0920456206757	4.89748789383802	2.00094895335647	2.44758262604489	0.0143818145584709	0.043662752018557	0	0	0	5	2	43	0	1	113	2
1814	Phel_contig_28844	22.2310969081682	4.33400314449635	0.967554966288818	4.47933533029134	7.48758272674787e-06	7.40799138505838e-05	9	0	0	1	1	9	66	48	10	68
1815	Phel_contig_2885	2293.03272879452	2.4799566376356	0.354898095006167	6.98779923739098	2.79231563599954e-12	1.25230287714844e-10	900	831	531	585	924	4642	1757	5145	1888	5454
1816	Phel_contig_28909	28.3775264198283	2.82397440988673	0.861325465872305	3.27863800825482	0.00104309345904991	0.00511533634609498	8	1	4	20	5	25	19	28	144	6
1817	Phel_contig_28932	11.3410717693599	2.14046085357925	0.648582296343442	3.30021473858704	0.000966108742797617	0.00479403020116006	7	1	2	2	11	15	16	15	26	13
1818	Phel_contig_28937	4.27923687003357	3.36714378924629	1.29154675958584	2.60706301514475	0.00913225521763578	0.0302015614875767	1	0	2	1	0	3	6	32	0	3
1819	Phel_contig_28959	6.10420551861837	3.31269735048187	1.26284024723952	2.62321173063909	0.00871051221042688	0.0290285905712173	0	0	2	3	1	13	5	2	28	0
1820	Phel_contig_2897	238.491842741621	2.08497265590125	0.388153803657856	5.37151159219113	7.8079347915297e-08	1.29156452686667e-06	73	127	134	56	96	387	372	546	134	424
1821	Phel_contig_28984	67.0972922195245	3.4972593648222	0.96189551321704	3.63579964431447	0.000277119660813445	0.00166701154085609	8	7	19	15	9	144	7	19	361	4
1822	Phel_contig_29007	64.1469972072797	2.0501292119025	0.798323893827268	2.56804190348596	0.0102274791965915	0.0330710802623395	8	12	9	67	44	23	5	195	142	159
1823	Phel_contig_29021	52.6689377909971	2.83361469887933	1.00276674114484	2.82579645156984	0.00471632235739303	0.0176514268164756	1	3	18	41	7	114	2	30	236	27
1824	Phel_contig_2903	37.521055024279	2.06364925280124	0.764026350768984	2.70101842786469	0.00691275082530117	0.0240895937851052	10	8	2	24	38	17	115	74	7	73
1825	Phel_contig_29066	121.179094631408	2.47463721924446	0.68788077201546	3.59747985394894	0.000321315374480667	0.0018885616885025	30	23	25	91	32	129	20	205	511	92
1826	Phel_contig_29074	33.6516696498191	2.01211846028584	0.709729956691659	2.83504795213259	0.00458188077524921	0.0172497860353344	10	3	7	43	10	23	13	55	104	60
1827	Phel_contig_29085	8.3273231308146	2.66244631149939	0.799079362252313	3.33189222156223	0.000862576551497225	0.00435583528736373	0	2	6	4	0	11	5	20	14	20
1828	Phel_contig_29088	19.4383178780382	2.20237664184975	0.826220412630842	2.66560424818961	0.00768501007666453	0.026219332646697	2	15	5	9	7	5	2	87	17	61
1829	Phel_contig_29091	84.3292564131188	3.7166747932013	0.830930781851764	4.47290541447813	7.71639151026993e-06	7.60116304697775e-05	13	18	12	9	12	8	28	252	25	492
1830	Phel_contig_291	8875.1571324995	4.83051144244604	0.605767159006049	7.9742048914834	1.53364931522038e-15	1.27466425348806e-13	1863	394	256	319	310	23890	16426	17194	5791	16987
1831	Phel_contig_29102	66.247649545485	2.27782851724682	0.950165150723653	2.39729747561465	0.01651650862735	0.0488290733682279	9	24	21	51	18	36	1	56	377	21
1832	Phel_contig_29145	3.14973773644069	2.87314339693663	1.17961101594004	2.43567019815172	0.0148642300267051	0.0448667307491994	0	0	3	1	0	2	5	16	3	3
1833	Phel_contig_29227	20.8436026559389	3.895087942303	0.636362739815014	6.12086110421121	9.30710072279898e-10	2.39307836749509e-08	5	0	3	5	1	20	21	61	54	34
1834	Phel_contig_29228	54.6380326802129	2.84038034997673	0.944344890875538	3.00777859595694	0.00263164787656042	0.0109798781070247	7	7	10	38	11	56	10	15	327	8
1835	Phel_contig_2923	7640.11858138164	2.38825409698531	0.347519298689203	6.87229200218085	6.31784619350187e-12	2.61349199158286e-10	3779	2341	2376	1530	3106	12323	14664	17891	5783	10703
1836	Phel_contig_29237	10.0743289260399	3.83442672271243	1.07553962767813	3.56511896357569	0.000363691186666397	0.0020985985289213	3	1	1	2	0	1	1	44	16	37
1837	Phel_contig_2924	87.8016578142776	3.38350666923076	0.575469709130212	5.87955650062751	4.11367169272902e-09	9.03080527180851e-08	25	6	3	15	36	140	213	79	123	165
1838	Phel_contig_29248	2.06702614762648	4.585951193845	1.72430371589358	2.65959595840019	0.00782344406284282	0.0265932974694086	0	0	0	0	0	0	11	2	3	2
1839	Phel_contig_29276	34.5549010485318	3.1693875888158	0.785975260297866	4.0324266537533	5.52038471286352e-05	0.000416642642949749	23	3	2	8	0	21	43	122	39	89
1840	Phel_contig_2930	13212.1139458073	2.77266581856584	0.684469068251007	4.05082705293127	5.10369202991709e-05	0.000388538212854585	3070	5594	1421	6176	2000	11397	42664	14347	1659	34941
1841	Phel_contig_29309	61.0628613579536	2.99331235061093	0.810190532710957	3.69457828715314	0.000220252027521833	0.0013723084832619	4	12	8	27	25	14	5	252	76	225
1842	Phel_contig_29329	40.8395480127563	2.42807892891355	0.727159177558049	3.33912986846641	0.000840412643466799	0.00426133112390684	4	6	16	36	7	33	13	57	162	54
1843	Phel_contig_29332	87.2617065759743	2.59614796901971	0.939002610655616	2.76479313215867	0.00569589049935293	0.0205690821141926	23	17	7	73	15	88	21	26	505	10
1844	Phel_contig_2934	102.938234764702	4.49132631154512	0.505456982580449	8.88567467921026	6.35340171062181e-19	8.54815602432076e-17	3	6	5	25	9	211	171	151	220	150
1845	Phel_contig_29366	108.791514149582	2.54164989996865	0.947819000283361	2.68157728343576	0.00732759867810503	0.0252663634703804	11	17	13	108	27	140	10	54	593	18
1846	Phel_contig_29522	29.6557997487132	2.06395638597692	0.655094308497415	3.15062481722823	0.00162921625827224	0.0073921267892025	10	13	6	27	6	13	10	64	51	98
1847	Phel_contig_29566	3.18900501033559	4.62529450420954	1.67226811553268	2.76588093813904	0.00567692573782459	0.0205169531519411	0	0	0	1	0	1	0	31	4	1
1848	Phel_contig_296	75666.2439308076	7.42550646215379	0.57012568380625	13.0243324815327	8.89757728958547e-39	6.9372420651327e-36	2082	752	682	402	684	237448	153929	125075	29215	150068
1849	Phel_contig_29608	2.64210992613078	4.31548850898352	1.39967605952102	3.08320520282408	0.00204783892871921	0.00894506049577798	0	0	0	1	0	3	1	2	12	5
1850	Phel_contig_29630	11.2496182258417	2.64962209432468	1.04703105190894	2.53060507565072	0.01138659737113	0.036215909110892	0	4	1	10	2	23	0	9	40	16
1851	Phel_contig_2964	188.824365947728	2.17300791585099	0.346417394492784	6.27280255090151	3.54606485289197e-10	1.01661340265715e-08	44	68	92	67	100	359	271	190	255	336
1852	Phel_contig_29723	164.056780262445	2.24605462079131	0.71178834216738	3.15550914187795	0.00160218245240208	0.00728893784589615	41	82	46	73	69	52	39	132	167	907
1853	Phel_contig_29776	67.5295874177653	2.80507409154069	0.967979776234997	2.89786435668228	0.00375713044938976	0.0146627356911997	3	15	3	57	16	129	1	67	290	47
1854	Phel_contig_2978	20.5322583432212	4.22968019238827	0.925930099316822	4.56803401845242	4.92320142938752e-06	5.12654285240973e-05	6	0	1	3	1	5	69	43	6	61
1855	Phel_contig_2980	555.878160904195	3.38572090712125	0.38667269997174	8.75603813604813	2.02233317212169e-18	2.54458198851496e-16	76	97	96	135	123	709	1687	911	460	893
1856	Phel_contig_2982	563.546132964357	2.26599465050412	0.311450062145788	7.27562754327987	3.44813735200939e-13	1.86309099309962e-11	190	204	200	256	194	904	875	1173	357	1161
1857	Phel_contig_29831	16.7601556044173	2.39800272038494	0.769127335431266	3.11782277123244	0.00182192326563825	0.00811874578021255	3	3	5	15	3	11	2	58	25	49
1858	Phel_contig_299	12993.5920734169	3.96216916245863	0.683373945777882	5.79795174653389	6.71297598752079e-09	1.40884371728834e-07	5299	632	677	400	1154	23985	33688	21493	7439	26331
1859	Phel_contig_29971	14.5927973763221	4.16529300802701	1.37047766702021	3.03930017121949	0.00237128456766369	0.0100903040519749	3	3	2	0	0	2	1	0	65	56
1860	Phel_contig_3001	10294.7922012739	2.3609900638859	0.713358307236111	3.30968328249165	0.000934015928605702	0.00466085823590094	2838	1962	2189	9147	2045	9670	4247	6030	49530	6838
1861	Phel_contig_30054	35.5920377483445	4.54225126841454	0.903184115489687	5.02915318207498	4.92650710489561e-07	6.77594180652089e-06	4	0	0	10	2	23	10	199	35	102
1862	Phel_contig_3008	697.914416885879	4.94403167585747	0.482516056462127	10.2463567992074	1.22888438006526e-24	2.95563006030209e-22	48	52	25	49	66	1556	2206	1478	384	622
1863	Phel_contig_3013	69.5360830611839	2.50038853751231	0.52831090803963	4.73279748621952	2.2144640374891e-06	2.52241004236709e-05	24	32	13	31	12	60	228	90	50	108
1864	Phel_contig_3014	103.197548969368	2.18330581607756	0.845484427642651	2.58231345805502	0.00981404017313017	0.0319930411209466	54	9	52	73	7	276	46	31	357	27
1865	Phel_contig_3016	78.4628838180721	2.04295076083836	0.530038490589077	3.85434416011534	0.000116040268465417	0.00079221993848945	67	35	13	14	35	174	70	132	48	177
1866	Phel_contig_3017	29.387946209454	6.30302600442867	0.901973550569339	6.98803861870463	2.78755668692519e-12	1.25223496921079e-10	1	1	0	0	2	74	72	39	18	62
1867	Phel_contig_30187	3.54283330221605	4.77203736039946	1.57644077976927	3.02709586153811	0.00246915640646573	0.0104332606988379	0	0	1	0	0	1	3	29	6	0
1868	Phel_contig_303	901.043042834571	8.56744275549676	0.843270091585584	10.1597849146856	2.99736947189259e-24	6.96260747923905e-22	6	6	6	6	1	371	2872	635	108	4214
1869	Phel_contig_30367	4.01801739781165	3.35990713574925	1.2621606418691	2.66202813199249	0.00776713866567763	0.0264563597763863	0	0	1	1	2	1	3	32	5	1
1870	Phel_contig_30401	15.8070284909478	2.14507616310218	0.635226360177221	3.37686893614385	0.000733159757125167	0.00378673809941995	5	5	4	10	8	3	21	66	18	26
1871	Phel_contig_30436	3.32112884096258	4.04221623246501	1.54184262158157	2.62167887687438	0.00874978319813109	0.0291280754236657	0	0	1	0	1	20	1	6	2	0
1872	Phel_contig_3044	217.008112258999	4.85343188198293	0.68964574907541	7.03757238914297	1.95617916073215e-12	9.11921736370125e-11	36	5	5	23	8	258	472	426	55	787
1873	Phel_contig_30490	21.1803299960133	3.68863814671515	0.871409410569167	4.23295652075399	2.30639107143809e-05	0.000197054688901429	5	7	3	1	0	13	7	35	103	24
1874	Phel_contig_305	2589.45546721351	2.39832968088756	0.516631230542286	4.64224680797971	3.44640833719379e-06	3.74384377610893e-05	1736	579	338	659	1139	6642	4790	3637	1312	3664
1875	Phel_contig_30508	11.5790169165894	2.23754149022387	0.861817723587745	2.59630479738685	0.00942324323146668	0.0309161439226088	4	4	2	9	3	2	1	29	37	25
1876	Phel_contig_30512	23.7069682423707	2.91087793530483	1.01932550835337	2.85569026915367	0.00429433835075178	0.0163530233566949	3	18	4	1	4	2	3	47	11	147
1877	Phel_contig_30520	5.81799500770248	4.34828897099984	1.70234025443342	2.5543007396292	0.0106401310986092	0.0342181378532719	1	0	0	1	1	0	0	35	0	27
1878	Phel_contig_30558	28.3898997780671	3.71572160715178	1.14003039364025	3.25931802158979	0.00111680401901523	0.00541042774131834	3	12	0	3	4	2	1	56	10	196
1879	Phel_contig_3057	501.908720850213	2.73715428805196	0.627657783932662	4.36090232308123	1.29527182685292e-05	0.000119819257012282	124	185	121	170	103	136	552	586	309	2592
1880	Phel_contig_3067	138.056807555837	3.20138748697443	0.488475683289694	6.55383184156544	5.6079114236793e-11	1.90039671661791e-09	28	25	12	27	58	285	104	338	365	94
1881	Phel_contig_307	1905.07424411733	6.67632771806638	0.604338360715745	11.0473339970663	2.25821693576806e-28	7.57701480003758e-26	61	25	21	18	77	6925	765	2998	1507	5563
1882	Phel_contig_3071	5144.4024986163	2.02735613403398	0.336549049344341	6.02395442204826	1.70206315398595e-09	4.1009461346658e-08	2701	2069	1601	2038	2534	5145	9937	12972	3346	8744
1883	Phel_contig_3077	24.8621655678992	3.57271730278086	1.13274100555019	3.15404605755006	0.00161023670829258	0.00731822964180197	16	0	0	3	1	7	67	45	2	97
1884	Phel_contig_3089	75.0213558037269	4.18683882640662	0.701864518323858	5.96530914029581	2.44171308816532e-09	5.67672184004765e-08	28	3	1	4	5	141	186	140	52	143
1885	Phel_contig_3107	175.473683412671	2.90919997542155	0.968166956442849	3.00485361131335	0.00265708698684649	0.0110677761810934	16	20	8	166	17	140	10	164	983	93
1886	Phel_contig_311	2879.23558183972	3.4984810628846	0.499458449074604	7.00454876550107	2.47783109647084e-12	1.12612865451312e-10	1086	343	243	242	587	7060	4583	5278	1887	6061
1887	Phel_contig_3119	741.868503279435	5.36639825859887	0.548252047116386	9.788195569582	1.26533782235461e-22	2.62514132335524e-20	64	61	19	27	15	1871	2044	1050	450	1170
1888	Phel_contig_312	3430.62519129937	6.94392194808196	0.462823538572461	15.0033897789639	6.97634857373182e-51	1.35430858240631e-47	80	47	26	48	102	10381	6395	7416	1962	5831
1889	Phel_contig_3127	2147.44135235915	4.54224782898971	0.754312856751806	6.02170278331112	1.72591610700405e-09	4.15105734125276e-08	350	305	37	48	212	547	3282	6342	780	9636
1890	Phel_contig_313	383.221399343102	2.43693198875476	0.487754096394773	4.99623069650732	5.84617191526844e-07	7.90103220292153e-06	185	116	130	102	101	1232	354	585	167	692
1891	Phel_contig_3135	5.20454722302182	3.3566796650063	1.14853074180252	2.92258582451026	0.0034713793675503	0.0137209349114721	1	1	1	0	2	22	7	0	7	5
1892	Phel_contig_3140	2437.99652955107	2.42485850663755	0.533282011959233	4.54704725128234	5.44037874894904e-06	5.60363417166218e-05	1716	626	250	519	1006	5476	4780	4246	1157	3526
1893	Phel_contig_3149	555.368564349493	3.10846161924511	0.624006015537516	4.9814609824995	6.31060093956435e-07	8.40320981555512e-06	139	92	122	127	141	2163	763	460	83	1034
1894	Phel_contig_3151	5260.01242071822	3.52019695579767	0.683884759578136	5.14735400445121	2.64186473030031e-07	3.90220650217944e-06	2840	339	341	246	633	9496	11524	10471	2239	11925
1895	Phel_contig_3154	320.243875570397	3.92731026241265	0.849439528729617	4.62341359164926	3.77476023997709e-06	4.05015530209623e-05	62	6	13	122	9	256	69	2085	655	226
1896	Phel_contig_3157	366.631329042003	3.55083160813957	0.433000986414335	8.20051621023747	2.39356959451884e-16	2.26663534633564e-14	44	54	33	101	85	1158	339	504	423	703
1897	Phel_contig_3164	444.551247258139	3.77570637460462	0.795951481633044	4.74363885454179	2.09912940449235e-06	2.41022978264863e-05	182	37	15	57	26	450	1506	130	162	1416
1898	Phel_contig_3174	72.4150614379908	3.22253061983269	0.707563348414623	4.55440580274988	5.25338581830027e-06	5.43289649047811e-05	26	12	5	12	21	366	42	45	40	93
1899	Phel_contig_3175	1805.36380124767	3.26379068723207	0.530580520806044	6.15135791693559	7.68223304034122e-10	2.01144248141034e-08	892	212	209	156	328	4398	2506	3062	1290	4104
1900	Phel_contig_3181	113.429864819386	3.38093662006948	0.648495395259886	5.2135090623343	1.85301473461311e-07	2.82610743307043e-06	8	22	27	32	18	16	347	138	242	191
1901	Phel_contig_3188	100.777108801238	6.48092488614238	0.666526124880717	9.72343715304816	2.39555666451433e-22	4.75229481957449e-20	3	3	1	4	1	265	248	101	61	225
1902	Phel_contig_32	646.766066271406	6.40744051172707	0.504327646440441	12.7049162522637	5.55288438465496e-37	3.77290729515381e-34	15	7	20	9	31	2040	453	2004	589	1174
1903	Phel_contig_3204	420.15566799981	5.40875854344199	0.909707616796344	5.94560103002066	2.75444297215594e-09	6.32800093806036e-08	57	11	6	12	16	119	1190	358	20	2106
1904	Phel_contig_3209	4196.17807728545	3.00508447929641	0.649218801653577	4.62876994880984	3.67844128138696e-06	3.9608826127391e-05	2630	263	707	562	697	11381	1695	15004	2780	6828
1905	Phel_contig_3213	984.063342530052	3.93757964002686	0.571467923831921	6.89028985848202	5.56788197069456e-12	2.32805994153133e-10	246	38	56	177	131	423	1825	4239	1127	1808
1906	Phel_contig_3216	1060.30259420332	7.80737840097512	1.59536634902398	4.89378405514918	9.89153727225593e-07	1.23260981194577e-05	40	0	5	0	3	324	3552	514	34	5140
1907	Phel_contig_324	22117.2912503391	4.92387129985975	0.769046919635996	6.40256293099815	1.52790117593314e-10	4.75662063682827e-09	5111	392	329	223	1326	65080	20070	56933	14800	50255
1908	Phel_contig_3240	19.1402993844096	2.87162427384584	0.683139405491047	4.20356994599323	2.62737911121226e-05	0.000220255735609274	4	1	6	6	8	46	25	30	4	54
1909	Phel_contig_3255	174.559504487791	4.79327213330235	0.727134848778741	6.59199891375428	4.33943771421997e-11	1.50047376841056e-09	19	12	24	2	6	485	564	331	46	114
